食物编码,食物名称,食部,水分,能量,蛋白质,脂肪,碳水化合物,不溶性膳食纤维 ,胆固醇,灰分,总维生素A,胡萝卜素,视黄醇,硫胺素,核黄素,烟酸  ,维生素 C,维生素 E,钙,磷,钾,钠,镁,铁,锌,硒,铜,锰,备注,
,,%,g,kcal,g,g,g,g,mg,  g,HgRAE,μg,μg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,mg,mg,,
31202,豆腐花[豆腐粉],100,1.6,401,10,2.6,84.3,-,0,1.5,21,250,0,0.02,0.03,0.4,－,5,175,95,339,-,60,3.3,0.75,1.7,0.28,0.52,北京,
31203,豆浆粉,100,1.5,426,19.7,9.4,66.8,2.2,0,2.6,－,－,0,0.07,0.05,0.7,－,17.99,101,253,771,26.4,122,3.7,1.77,3.3,0.69,1.24,浙江,
31206,豆奶粉(维维牌),100,2.4,421,19.4,9.4,65.2,1,0,3.6,1525,－,1525,1.01,1.32,3.59,32,30.1,635,393,571,221.3,47,8.3,6.25,－,－,－,江苏,
31207,豆奶粉(多力牌),100,2.6,405,12.3,6.5,76.4,－,0,2.2,－,－,－,0.1,0.08,0.49,－,6.68,268,241,540,151.4,60,1.7,0.95,1.1,0.29,0.46,江苏,
31208,豆奶粉(大磨牌),100,4.3,432,27.4,13,51.6,0.3,0,3.7,－,－,－,0.46,1.01,－,16,22.18,281,486,720,99.2,152,4.5,7.14,3.96,1.12,1.31,黑龙江,
031301x,豆腐(代表值),100,83.8,84,6.6,5.3,3.4,－,0,0.9,－,－,0,0.06,0.02,0.21,-,5.79,78,82,118,5.6,41,1.2,0.57,1.5,0.08,0.12,,
31304,豆腐(内酯),100,89.2,50,5,1.9,3.3,0.4,0,0.6,－,－,0,0.06,0.03,0.3,－,3.26,17,57,95,6.4,24,0.8,0.55,0.81,0.13,0.26,,
31305,豆腐脑[老豆腐],100,96.7,15,1.9,0.8,0,-,0,0.6,－,－,0,0.04,0.02,0.4,－,10.46,18,5,107,2.8,28,0.9,0.49,-,0.26,0.25,河北,
31306,豆腐(北豆腐),100,78.6,116,9.2,8.1,3,－,0,1.1,－,－,0,0.05,0.02,0.11,-,8.4,105,112,106,7.3,63,1.5,0.74,2.46,0.06,0.07,北京,
31307,豆腐(南豆腐),100,83.6,87,5.7,5.8,3.9,－,0,1,－,－,0,0.06,0.02,-,-,5.72,113,76,154,3.1,36,1.2,0.43,1.23,0.04,0.03,北京,
31402,豆奶[豆乳],100,94,30,2.4,1.5,1.8,-,5,0.3,－,－,0,0.02,0.06,0.3,－,4.5,23,35,92,3.2,7,0.6,0.24,0.73,5.57,0.11,,
31403,豆汁(生),100,97.4,10,0.9,0.1,1.4,0.1,0,0.2,-,－,-,0.02,0.02,0.1,－,0.34,8,21,47,6.5,6,0.4,0.11,0.25,0.05,－,北京,
31404,酸豆奶,100,84.5,67,2.2,1.2,11.8,-,0,0.3,－,－,0,0.06,,0.7,－,1.11,32,22,70,18.6,16,0.4,0.21,0.2,0.08,0.12,北京,
31405,豆浆,100,93.8,31,3,1.6,1.2,－,0,0.4,－,－,0,0.02,0.02,0.14,-,1.06,5,42,117,3.7,15,0.4,0.28,-,0.16,0.16,北京,
31406,豆浆(甜),100,91.8,34,2.4,0.5,4.9,0.1,0,0.4,－,－,0,0.04,0.02,"
  0.15","
-","
1.27","
27","
21","
54",－,"
15","
0.5",0.27,"
0.10",0.08,－,北京,
31501,豆腐丝,100,58.4,203,21.5,10.5,6.2,1.1,0,3.4,3,30,0,0.04,0.12,0.5,－,9.76,204,220,74,20.6,127,9.1,2.04,1.39,0.29,1.71,,
31502,豆腐丝(干),100,7.4,451,57.7,22.8,3.7,-,0,8.4,－,－,0,0.3,0.6,－,－,7.8,5,74,7,110,－,1.3,3.59,2.72,0.26,2.4,河北,
31503,豆腐丝(油),100,38.2,304,24.2,17.1,14.5,2.2,0,6,2,20,0,0.02,0.09,1.8,－,17.8,152,423,208,769.4,93,5,2.98,6.1,0.27,1.37,北京,
31504,豆腐卷,100,61.6,203,17.9,11.6,7.2,1,0,1.7,15,180,0,0.02,0.04,0.4,－,27.63,156,288,82,81.1,152,6.1,2.76,2.51,0.42,1.66,山东,
31506,油豆腐,100,58.8,245,17,17.6,4.9,0.6,0,1.7,3,30,0,0.05,0.04,0.3,－,24.7,147,238,158,32.5,72,5.2,2.03,0.63,0.3,1.38,,
31507,腐竹,100,7.9,461,44.6,21.7,22.3,1,0,3.5,－,－,0,0.13,0.07,0.8,－,27.84,77,284,553,26.5,71,16.5,3.69,6.65,1.31,2.55,,
31508,枝竹,100,6.9,478,44.4,24.7,20.8,2.7,0,3.2,－,－,0,0.11,0.07,0.9,－,26.78,49,490,837,83,162,10.8,3.2,6.14,0.78,2.9,广东,
31509,千张[百页],100,52,262,24.5,16,5.5,1,0,2,3,30,0,0.04,0.05,0.2,－,23.38,313,309,94,20.6,80,6.4,2.52,1.75,0.46,1.96,,
031510x,豆腐干(代表值),100,61.3,197,14.9,11.3,9.6,,0,3.1,2,25,0,0.02,0.05,0.4,-,13,447,174,137,329,69,7.1,1.84,7.12,0.41,1.07,,
31511,豆腐干(菜干),100,71.3,137,13.4,7.1,5,0.3,0,3.2,－,－,0,0.01,0.01,0.3,－,0.62,179,79,70,633.6,81,3,1.39,0.5,0.15,0.81,北京,
31512,豆腐干(臭干),100,77.9,99,10.2,4.6,4.5,0.4,0,2.8,－,－,0,0.02,0.11,0.1,－,－,720,166,136,33.8,40,4.2,0.98,3.34,0.31,0.85,,
31513,豆腐干(酱油干),100,70.2,157,14.9,9.1,4,0.3,0,1.8,－,－,0,0.02,0.03,－,－,16.41,413,188,130,90.3,46,5.9,1.18,－,1.28,1.36,合肥,
31514,豆腐干(卤干),100,32.4,339,14.5,16.7,33.4,1.6,0,3,－,－,0,0.03,0.14,0.2,－,－,731,162,134,40.9,43,3.9,3.61,－,0.57,0.84,江苏,
31515,豆腐干(蒲包干),100,72.5,135,12.1,5.7,8.9,-,0,0.8,－,－,0,0.02,0.01,－,－,14.09,134,57,236,633.1,21,9.1,1.73,－,0.22,0.98,合肥,
31516,豆腐干(香干),100,69.2,152,15.8,7.8,5.1,0.8,0,2.1,3,40,0,0.04,0.03,0.3,－,15.85,299,219,99,234.1,88,5.7,1.59,3.15,0.41,1.19,,
31517,豆腐干(小香干),100,61,174,17.9,9.1,5.4,0.4,0,6.6,－,－,0,0.03,0.07,-,－,7.39,1019,177,141,372.3,87,23.3,2.55,23.6,0.38,1.61,杭州,
31518,豆腐干(熏干),100,67.5,154,15.8,6.2,8.8,0.3,0,1.7,1,10,0,0.03,0.01,1,－,7.03,173,109,136,232.7,109,3.9,1.8,8.9,0.22,1.05,北京,
31519,豆肝尖,100,57.6,203,17.2,12,9.4,5.7,0,3.8,－,－,0,0.01,0.06,0.1,－,37.58,5,209,24,614.5,25,7.4,1.9,3.19,0.11,1.4,青岛,
31520,素大肠,100,63,155,18.1,3.6,13,1,0,2.3,－,－,0,0.02,0.02,0.1,－,－,445,249,179,144.7,56,3.8,4.03,－,1.06,1.14,江苏,
31521,素火腿,100,55,213,19.1,13.2,4.8,0.9,0,7.9,－,－,0,0.01,0.03,0.1,－,25.99,8,115,24,675.9,25,7.3,1.96,3.18,0.16,1.57,青岛,
31522,素鸡,100,64.3,194,16.5,12.5,4.2,0.9,0,2.5,5,60,0,0.02,0.03,0.4,－,17.8,319,180,42,373.8,61,5.3,1.74,6.73,0.27,1.12,,
31523,素鸡丝卷,100,63.5,197,11.2,13.7,10.1,5.6,0,1.5,3,30,0,0.03,0.04,0.5,－,27.72,103,261,56,－,121,6,1.52,2.29,0.22,1.63,哈尔滨,
31524,素什锦,100,65.3,177,14,10.2,8.3,2,0,2.2,－,－,0,0.07,0.04,0.5,－,9.51,174,186,143,475.1,45,6,1.25,2.8,0.21,1.06,北京,
31525,炸素虾,100,3.4,582,27.6,44.4,19.3,2.7,0,5.3,－,－,0,0.04,0.02,1.6,－,50.79,251,245,211,1440,110,6.3,2.49,4.3,0.37,1.03,北京,
31526,烤麸,100,68.6,121,20.4,0.3,9.3,0.2,0,1.4,－,－,0,0.04,0.05,1.2,－,0.42,30,72,25,230,38,－,1.19,－,0.25,0.73,上海,
31527,豆腐皮,100,9.4,447,51.6,23,12.5,－,0,3.5,23,280,0,0.22,0.12,0.91,-,46.55,239,494,877,7.4,179,11.7,4.08,2.26,1.17,2.71,辽宁,
31528,腐竹,100,7.1,485,54.2,27.2,8.1,－,0,3.4,－,－,0,0.02,0.17,0.8,-,28.43,50,655,670,27.1,140,3.8,4.71,1.51,0.86,2.38,广西,
31529,豆腐干,100,30.1,427,19.6,35.2,11.4,－,0,3.7,－,－,0,0.02,0.08,0.47,-,29.63,352,408,153,690.2,109,4.8,1.77,3.2,0.11,0.92,浙江,
32101,绿豆(干),100,12.3,329,21.6,0.8,62,6.4,0,3.3,11,130,0,0.25,0.11,2,－,10.95,81,337,787,3.2,125,6.5,2.18,4.28,1.08,1.11,,
32102,绿豆面,100,9.6,341,20.8,0.7,65.8,5.8,0,3.1,8,90,0,0.45,0.12,0.7,－,－,134,304,1055,3.3,－,8.1,2.68,10.58,1.55,－,郑州,
32201,绿豆饼,100,69.7,122,15.2,1.2,12.7,－,0,1.2,－,－,0,0.07,0.02,－,－,－,18,25,16,3.1,2,1,0.42,－,0.19,0.31,合肥,
33101,赤小豆(干)[小豆，红小豆],100,12.6,324,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2,－,14.36,74,305,860,2.2,138,7.4,2.2,3.8,0.64,1.33,北京,
33201,小豆粥,100,84.4,62,1.2,0.4,13.7,0.6,0,0.3,－,－,0,－,－,0.2,－,0.19,13,14,45,2.3,17,0.6,0.33,0.5,0.03,0.09,北京,
33204,红豆沙(去皮),100,37.9,244,4.5,0.1,57.1,1.8,0,0.4,－,－,0,0.02,0.02,－,-,2.69,19,65,21,26.3,7,1.1,0.6,0.41,0.06,0.22,北京,
33205,红豆馅,100,33,261,4.5,0.2,61.7,2.8,0,0.6,－,－,0,0.02,0.04,－,-,3.66,16,90,59,28.6,10,1.3,0.64,0.39,0.12,0.27,甘肃,
34101,花豆(干，红),100,14.8,328,19.1,1.3,62.7,5.5,0,2.1,36,430,0,0.25,－,3,－,6.13,38,48,358,12.5,17,0.3,1.27,19.05,0.94,1.22,甘肃,
34102,花豆(干，紫),97,13.2,330,17.2,1.4,65.8,7.4,0,2.4,23,280,0,0.14,－,2.7,－,9.64,221,169,641,19.6,120,5.9,3.4,74.06,0.92,1.08,甘肃,
34103,芸豆(干，白,100,14.4,315,23.4,1.4,57.2,9.8,0,3.6,－,－,0,0.18,0.26,2.4,－,6.16,－,－,—,－,－,——,—,——,－,－,甘肃,
34104,芸豆(干，红),100,11.1,331,21.4,1.3,62.5,8.3,0,3.7,15,180,0,0.18,0.09,2,－,7.74,176,218,1215,0.6,164,5.4,2.07,4.61,0.83,1.43,,
34105,芸豆(干，虎皮),100,10.2,341,22.5,0.9,62.5,3.5,0,3.9,－,－,0,0.37,0.28,2.1,－,6.02,156,66,809,3.3,31,1.7,1.2,9.75,0.53,1.02,甘肃,
34106,芸豆(干，杂，带皮),100,9.8,327,22.4,0.6,63.3,10.5,0,3.9,－,－,0,－,－,－,－,－,349,386,1058,10.5,197,8.7,2.22,14.02,1.11,1.46,甘肃,
35101,蚕豆(干),100,13.2,338,21.6,1,61.5,1.7,0,2.7,－,－,0,0.09,0.13,1.9,2,1.6,31,418,1117,86,57,8.2,3.42,1.3,0.99,1.09,青海,
35102,蚕豆(带皮),93,11.5,326,24.6,1.1,59.9,10.9,－,2.9,4,50,0,0.13,0.23,2.2,－,4.9,49,339,992,21.2,113,2.9,4.76,4.29,0.64,1,,
35103,蚕豆(去皮),100,11.3,347,25.4,1.6,58.9,2.5,0,2.8,25,300,0,0.2,0.2,2.5,－,6.68,54,181,801,2.2,94,2.5,3.32,4.83,1.17,0.96,,
35104,马牙大豆(干),100,9.6,338,27.2,0.9,59.4,8.4,0,2.9,－,－,0,0.59,0.05,"
-",－,"
2.49","
7","
510","
181","
87.0","
89","
1.3","
2.61",0.77,2.63,0.79,"
青海",
35105,脑豆(干),100,10.7,363,23.4,3.8,59.6,1.5,0,2.5,－,－,0,0.35,0.28,"
2.90",－,"
19.21","
327","
354","
686",12,"
171",7.7,"
2.45",7.34,1.14,2.05,"
甘肃",
35201,蚕豆(烤),100,4.3,377,27,2,63.8,2.2,0,2.9,9,110,0,0.22,0.12,4.8,－,5.16,229,454,1083,10.9,138,5.3,3.04,4.9,1.34,1.15,北京,
35202,蚕豆(炸)[开花豆],100,10.5,447,26.7,20,40.4,0.5,0,2.4,－,－,0,0.16,0.12,7.7,－,5.15,207,330,742,547.9,69,3.6,2.83,2.1,0.94,0.18,北京,
35203,蚕豆(煮),100,83.7,62,4.8,0.5,10.1,－,0,0.9,－,－,0,0.13,0.09,1.2,19.8,－,18,73,193,41,31,1.5,0.47,1,0.06,0.26,,
39101,扁豆(干),100,9.9,339,25.3,0.4,61.9,6.5,0,2.5,3,30,0,0.26,0.45,2.6,－,1.86,137,218,439,2.3,92,19.2,1.9,32,1.27,1.19,甘肃,
39102,扁豆(干，白),100,19.4,283,19,1.3,55.6,13.4,0,4.7,－,－,0,0.33,0.11,1.2,－,0.89,68,340,1070,1,163,4,1.93,1.17,0.52,1.31,上海,
39201,眉豆(干)[饭豇豆],100,12,334,18.6,1.1,65.6,6.6,0,2.7,－,－,0,0.15,0.18,2.1,－,12.29,60,310,525,86.5,171,5.5,4.7,2.89,0.86,2.14,广东,
39202,豇豆(干),100,10.9,336,19.3,1.2,65.6,7.1,0,3,5,60,0,0.16,0.08,1.9,－,8.61,40,344,737,6.8,36,7.1,3.04,5.74,2.1,1.07,,
39203,豇豆(干，紫),100,11.2,329,18.9,0.4,65.8,6.9,0,3.7,2,20,0,0.22,0.09,2.4,－,11.42,67,345,500,4,41,7.9,1.61,1.52,1.42,0.98,,
39204,豇豆(煮),100,64.8,133,9.5,0.6,24,1.8,0,1.1,－,9,0,0.26,0.28,0.8,1,－,29,87,400,-,－,3.4,－,－,－,－,,
39301,豌豆(干),100,10.4,334,20.3,1.1,65.8,10.4,0,2.4,21,250,0,0.49,0.14,2.4,－,8.47,97,259,823,9.7,118,4.9,2.35,1.69,0.47,1.15,,
39302,豌豆(花),100,11.5,336,21.6,1,63.6,6.9,0,2.3,20,240,0,0.68,0.22,2.4,－,9.63,106,218,736,3.2,112,4.4,2.47,9.72,0.54,1.17,,
39303,豌豆(煮),100,70.5,107,8.9,0.3,19.2,2.4,0,1.1,3,33,0,0.22,0.09,1.9,14,－,29,129,230,1,－,2.3,－,－,－,－,,
39401,鹰嘴豆[桃豆],100,11.3,340,21.2,4.2,60.1,11.6,0,3.3,7,86,0,0.41,0.25,－,3.5,11.61,150,450,830,6,210,3.4,1.5,－,0.44,2.2,北京,
39901,荆豆(干),100,9,407,43.6,14.3,28.5,5.2,0,4.6,21,250,0,－,0.25,1.8,-,－,207,785,－,－,－,7.3,－,－,－,－,陕西,
39902,木豆(干)[扭豆，豆蓉],100,10.7,348,19.8,4.5,58.8,3.7,0,6.2,－,－,0,0.66,,－,-,－,231,528,－,－,－,12.5,－,－,－,－,广西,
41101,白萝卜(鲜)[莱菔],95,94.6,16,0.7,0.1,4,－,0,0.6,-,-,0,0.02,0.01,0.14,19,-,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,,
41102,卞萝卜[红皮萝卜],96,94.2,18,0.8,0.1,4.2,1.1,0,0.7,-,-,0,0.01,0.02,0.22,5.6,-,39,27,16,111.2,24,0.3,0.23,0.27,0.02,0.04,,
41103,红旦旦萝卜[樱桃萝卜，小水萝卜],95,94.4,19,0.8,-,4.3,0.8,0,0.5,-,-,0,0.01,,-,4,1.11,9,43,63,20.1,11,2.9,0.32,1.45,-,0.05,山东,
41104,红萝卜[卞萝卜],97,93.8,22,1,0.1,4.6,0.8,0,0.5,-,-,0,0.05,0.02,0.1,3,1.2,11,26,110,62.7,16,2.8,0.69,-,-,0.06,青海,
41105,红心萝卜[心里美],94,88,41,1.2,-,9.8,1.4,0,1,7,80,0,0.02,0.02,0.1,20,－,86,30,385,49.1,23,0.9,0.74,0.73,0.05,0.08,,
41106,花叶萝卜,85,86.7,48,1.2,0.1,11.5,2.1,0,0.5,-,-,0,0.01,0.02,-,3,0.4,16,25,104,47.2,20,3.1,0.74,0.07,-,0.08,,
41108,水萝卜[脆萝卜],93,92.9,22,0.8,-,5.5,1.4,0,0.8,21,250,0,0.03,0.05,－,"
45.0",－,－,－,－,"
9.7",－,－,0.49,－,0.01,0.05,,
41109,小水萝卜[算盘子，红皮萝卜],66,93.9,21,1.1,0.2,4.2,1,0,0.6,2,20,0,0.02,0.04,0.4,22,0.78,32,21,286,33.5,17,0.4,0.21,0.65,0.03,0.09,,
41110,红心萝卜[心里美],88,93.5,23,0.8,0.2,4.9,0.8,0,0.6,1,10,0,0.02,0.04,0.4,23,,68,24,116,85.4,34,0.5,0.17,1.02,0.06,0.08,,
41112,白萝卜(圆),94,94.8,16,0.7,0.2,3.6,1,0,0.7,-,-,0,0.02,0.01,0.31,16,-,25,31,14,117.5,9,0.3,0.12,0.22,0.01,0.04,,
41113,青萝卜,95,91,29,1.2,0.2,6.9,－,0,0.7,7,88,0,0.01,0.02,0.62,7,-,47,31,248,56,15,0.3,0.16,0.1,0.02,0.06,,
41115,樱桃萝卜,46,95.4,12,0.9,0.1,3,－,0,0.6,2,18,0,0.01,0.03,0.22,14,-,18,23,202,82.6,15,0.4,0.18,0.28,0.01,0.06,北京,
41201,胡萝卜(红)[金笋，丁香萝卜],96,89.2,39,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,0.41,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,,
41202,胡萝卜(黄),97,87.4,46,1.4,0.2,10.2,1.3,0,0.8,344,4010,0,0.04,0.04,0.2,16,－,32,16,193,25.1,7,0.5,0.14,2.8,0.03,0.07,,
41203,胡萝卜(脱水),100,10.9,333,4.2,1.9,77.9,6.4,0,5.1,1438,17250,0,0.12,0.15,2.6,32,－,458,118,1117,300.7,82,8.5,1.85,4.06,0.81,0.75,兰州,
41204,胡萝卜,97,90,32,1,0.2,8.1,－,0,0.7,342,4107,0,－,0.02,－,9,0.31,27,38,119,120.7,18,0.3,0.22,0.6,0.07,0.08,,
41301,芥菜头[大头菜，水芥],83,89.6,36,1.9,0.2,7.4,1.4,0,0.9,－,－,0,0.06,0.02,0.6,34,0.2,65,36,243,65.6,19,0.8,0.39,0.95,0.09,0.15,,
41302,苯蓝[玉蔓菁，球茎甘蓝，大头菜],78,90.8,32,1.3,0.2,7,1.3,0,0.7,2,20,0,0.04,0.02,0.5,41,0.13,25,46,190,29.8,24,0.3,0.17,0.16,0.02,0.11,,
41401,甜菜根(鲜)[甜菜头，糖萝卜],90,74.8,87,1,0.1,23.5,5.9,0,0.6,－,－,0,0.05,0.04,0.2,8,1.85,56,18,254,20.8,38,0.9,0.31,0.29,0.15,0.86,,
41402,根芹[根洋芹、球根塘蒿],67,86.2,38,2.2,0.1,10,4.6,0,1.5,2,19,0,0.04,0.07,1.26,1,-,79,166,441,75.9,33,0.5,0.58,1.03,0.23,0.33,北京,
41403,紫菜头,89,86.4,42,1.8,0.2,10.6,4.2,0,1,-,-,0,0.02,0.03,0.24,1,-,16,32,26,306,27,0.5,0.31,0.06,0.08,0.31,,
42101,扁豆[月亮菜],91,88.3,41,2.7,0.2,8.2,2.1,0,0.6,13,150,0,0.04,0.07,0.9,13,0.24,38,54,178,3.8,34,1.9,0.72,0.94,0.12,0.34,,
42102,蚕豆(鲜) ·,31,70.2,111,8.8,0.4,19.5,3.1,0,1.1,26,310,0,0.37,0.1,1.5,16,0.83,16,200,391,4,46,3.5,1.37,2.02,0.39,0.55,,
42103,刀豆(鲜),92,89,40,3.1,0.3,7,1.8,0,0.6,18,220,0,0.05,0.07,1,15,0.4,49,57,209,8.5,29,4.6,0.84,0.88,0.09,0.45,,
42104,豆角,96,90,34,2.5,0.2,6.7,2.1,0,0.6,17,200,0,0.05,0.07,0.9,18,2.24,29,55,207,3.4,35,1.5,0.54,2.16,0.15,0.41,,
42105,豆角(鲜，白),97,89.7,35,2.2,0.2,7.4,2.6,0,0.5,48,580,0,0.06,0.04,0.9,39,2.38,26,40,192,9.5,28,0.8,0.6,1.6,0.1,0.78,广东,
42106,荷兰豆,88,91.9,30,2.5,0.3,4.9,1.4,0,0.4,40,480,0,0.09,0.04,0.7,16,0.3,51,19,116,8.8,16,0.9,0.5,0.42,0.06,0.48,广东,
42107,龙豆(鲜),98,90,36,3.7,0.5,5,1.9,0,0.8,43,520,0,0.04,0.06,1,11,0.77,147,54,142,4.1,46,1.3,0.46,4.06,0.35,0.19,兰州,
42108,龙牙豆(鲜)[玉豆],93,94.4,19,2.6,0.2,2.4,1.3,0,0.4,43,520,0,0.01,0.54,0.8,12,－,30,38,200,1.8,20,0.8,0.47,5.6,0.07,0.6,广东,
42109,毛豆(鲜)[青豆，菜用大豆],53,69.6,131,13.1,5,10.5,4,0,1.8,11,130,0,0.15,0.07,1.4,27,2.44,135,188,478,3.9,70,3.5,1.73,2.48,0.54,1.2,,
42110,四季豆(菜豆),96,91.3,31,2,0.4,5.7,1.5,0,0.6,35,210,0,0.04,0.07,0.4,6,1.24,42,51,123,8.6,27,1.5,0.23,0.43,0.11,0.18,,
42111,豌豆(带荚，鲜)[回回豆],42,70.2,111,7.4,0.3,21.2,3,0,0.9,18,220,0,0.43,0.09,2.3,14,1.21,21,127,332,1.2,43,1.7,1.29,1.74,0.22,0.65,,
42112,豌豆尖,100,42.1,225,3.1,-,53.9,1.3,0,0.9,226,2710,0,0.07,0.23,-,11,0.22,17,65,160,3.2,24,5.1,0.93,1.94,0.06,0.98,青海,
42113,油豆角(鲜)[多花菜豆],99,92.2,25,2.4,0.3,3.9,1.6,0,1.2,13,160,0,0.07,0.08,1.4,11,2.39,69,56,240,3.3,35,1.9,0.38,1.1,0.61,0.12,哈尔滨,
42114,垅船豆(鲜),82,90.3,36,2,0.4,6.8,1.3,0,0.5,7,80,0,0.04,0.02,0.3,13,－,37,－,192,0.9,22,1.3,0.22,－,0.06,－,武汉,
42115,芸豆(鲜),96,91.1,30,0.8,0.1,7.4,2.1,0,0.6,20,240,0,0.33,0.06,0.8,9,0.07,88,37,112,4,16,1,1.04,0.23,0.24,0.44,山东,
42117,豇豆(长),98,90.8,32,2.7,0.2,5.8,1.8,0,0.5,10,120,0,0.07,0.07,0.8,18,0.65,42,50,145,4.6,43,1,0.94,1.4,0.11,0.39,,
42118,扁豆,96,89.5,32,2.3,0.2,7.4,3.9,0,0.6,5,65,0,0.05,0.06,0.24,2,-,57,49,163,3.9,31,0.5,0.26, -,0.05,0.13,,
42119,豇豆,97,90.1,32,2.2,0.3,7.3,－,0,0.7,44,526,0,0.06,0.05,－,13,0.39,62,55,171,9.5,55,0.8,0.38,0.66,0.12,0.27,,
42120,四季豆[菜豆、芸豆],96,91.2,24,2,0.2,6,－,0,0.6,8,96,0,0.02,0.05,0.26,-,-,43,47,196,4.4,27,0.6,0.33,0.04,0.05,0.26,,
42121,四棱豆[杨桃豆、翅豆],96,93,19,2,0.2,4.2,－,0,0.6,34,407,0,0.05,0.04,0.68,3,0.39,61,29,160,5.7,25,0.5,0.31,0.29,0.08,0.51,,
42122,甜脆荷兰豆[甜豆],100,88,32,3,0.3,8.1,6.8,0,0.6,21,253,0,0.08,0.06,0.58,24,0.22,65,59,18,4.4,25,0.7,0.39,0.16,0.07,0.62,,
42201,发芽豆,83,66.1,131,12.4,0.7,19.4,1.3,0,1.4,－,－,0,0.3,0.17,2.3,4,2.8,41,134,179,3.9,1,5,0.72,0.73,0.32,0.37,上海,
42202,黄豆芽,100,88.8,47,4.5,1.6,4.5,1.5,0,0.6,3,30,0,0.04,0.07,0.6,8,0.8,21,74,160,7.2,21,0.9,0.54,0.96,0.14,0.34,,
42205,黄豆芽,100,89.8,39,4.4,1.6,3.6,－,0,0.6,1,9,0,0.05,0.07,0.32,4,0.64,30,60,175,28.3,36,0.6,0.37,0.34,0.09,0.22,,
42206,绿豆芽,100,95.3,16,1.7,0.1,2.6,1.2,0,0.3,1,11,0,0.02,0.02,0.35,4,-,14,19,32,25.8,18,0.3,0.2,0.27,0.05,0.05,,
42207,黑豆苗,100,91.7,30,4.4,0.8,2.6,1.6,0,0.5,10,122,0,0.05,0.07,0.41,9,0.77,58,55,119,14.9,23,1,0.36,0.71,0.12,0.22,,
42208,豌豆苗,100,91.2,32,4.8,0.8,2.6,－,0,0.6,28,333,0,0.11,0.16,0.49,8,0.1,15,60,145,20.9,14,0.5,0.42,0.56,0.07,0.08,,
043101x,茄子(代表值),93,93.4,23,1.1,0.2,4.9,1.3,0,0.4,4,50,0,0.02,0.04,0.6,5,1.13,24,23,142,5.4,13,0.5,0.23,0.48,0.1,0.13,,
43102,茄子(绿皮),90,92.8,28,1,0.6,5.2,1.2,0,0.4,10,120,0,0.02,0.2,0.6,7,0.55,12,26,162,6.8,13,0.1,0.24,0.64,0.05,0.07,,
43103,茄子(圆),95,91.2,32,1.6,0.2,6.7,1.7,0,0.3,-,-,0,0.03,0.03,-,1,0.88,5,19,112,3.2,17,1.8,0.29,0.48,0.11,0.1,青海,
43106,番茄(整个，罐头),100,93.5,22,2,0.6,2.6,0.8,0,1.3,96,1149,0,0.03,0.02,0.8,5,1.66,31,22,197,246.9,12,0.4,0.24,0.5,0.05,0.06,北京,
43107,奶柿子[西红柿],100,95.6,14,0.6,0.1,3.2,0.8,0,0.5,44,530,0,0.05,0.02,1,8,1.31,15,21,163,8.3,9,0.4,0.14,0.12,0.45,0.06,哈尔滨,
43108,辣椒(红，尖，干),88,14.6,295,15,12,52.7,41.7,0,5.7,－,－,0,0.53,0.16,1.2,－,8.76,12,298,1085,4,131,6,8.21,－,0.61,11.7,山东,
43109,辣椒(红，小),80,88.8,38,1.3,0.4,8.9,3.2,0,0.6,116,1390,0,0.03,0.06,0.8,144,0.44,37,95,222,2.6,16,1.4,0.3,1.9,0.11,0.18,,
43112,甜椒(脱水),100,10.5,324,7.6,0.4,76.6,8.3,0,4.9,1409,16910,0,0.23,0.18,4,846,6.05,130,106,1443,26,145,7.4,1.65,3.01,1.17,0.84,兰州,
43113,葫子,85,92.2,29,0.7,0.1,6.8,0.9,0,0.2,82,980,0,0.01,0.06,0.7,29,1.14,49,27,73,1.2,10,-,0.56,4.4,0.87,-,甘肃,
43115,茄子(白皮、长),97,92.5,21,1.3,0.1,5.5,－,0,0.6,1,15,0,0.05,0.03,0.44,－,-,10,30,238,1.9,16,0.5,0.2,0.16,0.05,0.12,,
43116,茄子(紫皮、长),95,93.4,18,1.1,0.1,4.8,－,0,0.6,－,－,0,0.03,0.03,－,－,-,50,21,147,5,11,0.5,0.2,0.09,0.04,0.09,,
43117,茄子(紫皮、圆),98,93.3,23,0.8,0.2,5.3,－,0,0.4,2,23,0,0.03,0.02,0.5,－,-,7,15,153,4.6,10,0.3,0.12,0.16,0.04,0.1,,
43118,香瓜茄,96,93.6,21,0.6,-,5.5,0.6,0,0.3,2,19,0,0.03,0.02,0.28,60,-,10,12,17,3.8,9,0.2,0.08,0.1,0.03,0.03,北京,
43119,番茄[西红柿],97,95.2,15,0.9,0.2,3.3,－,0,0.4,31,375,0,0.02,0.01,0.49,14,0.42,4,24,179,9.7,12,0.2,0.12,-,0.04,0.06,,
43120,樱桃番茄[小西红柿],98,92.5,25,1,0.2,5.8,－,0,0.5,28,332,0,0.03,0.02,0.92,33,0.98,6,26,262,10,12,0.3,0.2,0.2,0.04,0.06,,
